career,interests,strengths,field,education,learning_rate,time_horizon,risk_tolerance
Content Strategist / Copywriter,"Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Creativity, Communication",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Adaptability, Communication",Tech,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, SEO","Creativity, Communication",Science,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Creativity, Communication",Science,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Creativity, Communication",Science,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Creativity, Communication",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Adaptability, Communication",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Creativity, Communication",Science,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Creativity, Communication",Tech,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Creativity, Communication",Tech,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, SEO","Creativity, Communication",Science,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, Social Media","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Adaptability, Communication",Science,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Storytelling, Marketing, Writing, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Content Strategist / Copywriter,"Marketing, Writing, Social Media, SEO","Adaptability, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Content Strategist / Copywriter,"Marketing, Writing, SEO","Adaptability, Communication",Science,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Marketing, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Marketing, Social Media, Video","Creativity, Communication",Tech,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Marketing, Social Media, Video","Creativity, Communication",Tech,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Marketing, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video","Creativity, Communication",Science,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Tech,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Communication",Science,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video","Creativity, Communication",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video","Creativity, Adaptability",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Marketing, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video","Creativity, Adaptability",Science,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Marketing, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Tech,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Content, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video","Creativity, Communication",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Communication",Commerce,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Content, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Content, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Marketing, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Marketing, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Adaptability",Tech,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Marketing, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video, Editing","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Digital Media Specialist,"Content, Social Media, Video, Editing","Creativity, Communication",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Digital Media Specialist,"Marketing, Social Media, Video","Creativity, Adaptability",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Fashion Designer,"Sketching, Fashion, Trends, Art","Creativity, Visual Thinking",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Fashion Designer,"Sketching, Fashion, Art","Creativity, Visual Thinking",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Fashion Designer,"Fashion, Textiles, Art","Creativity, Visual Thinking",Tech,Bachelor's,Steady,Short (1-2 yrs),Low
Fashion Designer,"Sketching, Fashion, Art","Creativity, Visual Thinking",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Fashion Designer,"Sketching, Fashion, Textiles, Art","Creativity, Visual Thinking",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Fashion Designer,"Sketching, Fashion, Trends, Art","Creativity, Visual Thinking",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Fashion Designer,"Fashion, Textiles, Art","Creativity, Visual Thinking",Tech,Bachelor's,Steady,Short (1-2 yrs),Low
Fashion Designer,"Sketching, Fashion, Trends, Art","Creativity, Attention to Detail",Tech,Bachelor's,Steady,Short (1-2 yrs),Low
Fashion Designer,"Fashion, Textiles, Art","Creativity, Attention to Detail",Science,Bachelor's,Steady,Short (1-2 yrs),Medium
Fashion Designer,"Fashion, Textiles, Art","Creativity, Attention to Detail",Science,Bachelor's,Steady,Short (1-2 yrs),Low
Fashion Designer,"Fashion, Trends, Art","Creativity, Visual Thinking",Commerce,Bachelor's,Steady,Short (1-2 yrs),Medium
Fashion Designer,"Sketching, Fashion, Art","Creativity, Attention to Detail",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Fashion Designer,"Fashion, Trends, Art","Creativity, Attention to Detail",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Fashion Designer,"Fashion, Textiles, Art","Creativity, Visual Thinking",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
Fashion Designer,"Fashion, Textiles, Art","Creativity, Visual Thinking",Arts,Bachelor's,Steady,Short (1-2 yrs),Medium
Fashion Designer,"Fashion, Trends, Art","Creativity, Attention to Detail",Arts,Bachelor's,Steady,Short (1-2 yrs),Low
